User_ID,Application_Type,Signal_Strength,Latency,Required_Bandwidth,Allocated_Bandwidth,Resource_Allocation,Latitude,Longitude
3152,5,-86.42472999,38.80753965,4999.002888,6000.652924,76.18816815,40.29890377,-30.84043848
3153,5,-99.35161033,50.57933441,2401.590984,2900.702713,85.08686102,-4.220318926,82.91188193
3154,5,-103.0304729,52.31128041,2199.999182,2701.24389,84.4827026,3.2446485,-82.99540768
3155,5,-82.88251914,38.46097622,4499.615315,4999.545274,68.45019002,65.2295777,-123.0427716
3156,5,-96.13239862,45.12530512,2898.947297,3399.178015,85.18277367,6.556872901,-81.47970259
3157,5,-89.15145075,44.81927321,3201.995489,3702.200748,84.81283296,-19.75019344,-116.3571824
3158,5,-93.71823265,47.29258984,2800.907577,3300.919748,84.67309804,84.82532258,-45.46487433
3159,5,-92.8814722,44.18946459,3000.935223,3501.37103,85.4387068,-20.37745188,135.1574423
3160,5,-79.96830761,34.99806205,4300.471765,4899.063422,83.9315487,76.51906311,-96.9498787
3161,5,-77.41386457,30.64516238,4399.050352,4998.028867,84.78912554,63.06793145,155.1680732
3162,5,-98.38799307,48.97943944,2399.839708,2900.111157,83.66605266,-19.28755007,174.2170866
3163,5,-79.3453911,31.52169201,4399.101307,4999.879659,84.18483939,-15.11520823,-3.415072269
3164,5,-75.9197093,29.92014218,4599.730115,5201.415842,84.98712999,7.073963431,-3.263730448
3165,5,-77.13229134,33.9286874,4399.601886,5000.212709,84.2062531,21.26666619,-163.2223254
3166,5,-89.02304784,41.19236116,3400.788724,3902.107661,85.33459848,85.54143043,-77.77160309
3167,5,-88.61848853,41.07806987,3301.775374,3798.269513,84.99726653,-51.90166947,134.7698414
3168,5,-103.0902856,53.98901704,2000.3326,2499.652687,86.31472631,-71.34221132,63.10105251
3169,5,-93.96563694,46.45506431,2800.261936,3301.569673,85.72663262,81.15370832,70.54379945
3170,5,-102.8904729,51.64804304,2100.029001,2599.385589,85.97682248,50.74772067,-40.766611
3171,5,-79.450921,32.07800331,4398.744216,4999.676816,87.34168322,-15.74594843,-150.9661545
3172,5,-82.04455083,35.23279752,3799.183797,4399.706819,86.6927223,11.32235056,-177.2636568
3173,5,-105.4932262,57.00805608,1698.483392,2200.293671,84.23443785,5.510606804,-13.92532085
3174,5,-84.04881966,38.11037073,3800.267296,4299.897079,85.35637528,32.03518466,-148.5021707
3175,5,-75.52136344,31.89500685,4498.828096,5099.108341,85.7811399,49.28894373,165.5016174
3176,5,-80.534637,33.44882266,3800.221861,4400.060205,86.12420231,-8.858617678,-24.76708955
3177,5,-95.45340299,46.7840514,2699.497878,3199.766924,85.36650729,-69.37907443,87.86603395
3178,5,-81.56828502,32.81017855,4199.262413,4699.542158,83.72799225,61.59930692,-88.82404431
3179,5,-101.9617264,50.56347614,2200.248282,2699.712339,86.35437318,44.56893564,9.718010611
3180,5,-81.50700222,35.93805221,3998.665787,4601.279771,86.07541082,-31.13460201,160.2670654
3181,5,-77.31976009,33.40483601,4299.496912,4799.359336,85.20905359,-10.4316765,-168.0095801
3182,5,-82.03096078,32.89657572,4199.747629,4703.263847,86.66861083,-67.23982151,-75.64134907
3183,5,-88.04873936,37.20657163,3599.405252,4100.614761,84.4603013,-65.34344855,-93.50373793
3184,5,-74.96965745,31.18887773,4600.268276,5200.0436,83.57213047,61.91399665,-131.5519947
3185,5,-92.52718675,45.19663333,2898.947392,3401.109037,86.46133964,-85.70159868,23.50862394
3186,5,-90.24685742,42.03271507,3299.267499,3801.187256,86.03804896,65.28422755,-147.9509107
3187,5,-77.2543507,30.15432415,4498.771261,5099.602058,84.47013855,36.10799078,-69.84665635
3188,5,-83.53883681,35.99988706,3900.841035,4399.988356,82.44126285,21.30202337,92.79222485
3189,5,-78.16821613,33.04742074,4499.556257,5100.201172,84.7706741,-36.31351746,-133.494485
3190,5,-89.79192447,39.63943047,3397.81159,3898.93862,85.61696677,81.04788704,-2.727399767
3191,5,-75.10374744,31.52107027,4598.04479,5199.419161,86.33799912,43.28987852,-54.80399861
3192,5,-108.9557423,60.94427695,1300.362266,1800.393535,85.8280604,-9.510638419,179.9151274
3193,5,-96.95215045,46.78827184,2799.955441,3299.903526,85.64720405,-5.305415044,-88.70300167
3194,5,-103.1305488,53.97652808,2000.527523,2500.922847,85.07147176,24.20276995,-150.8057502
3195,5,-103.272558,56.36128219,1799.650412,2299.321896,85.36489511,-34.19622528,140.6377203
3196,5,-87.19374717,36.85609832,3698.848637,4199.229417,84.07815013,-42.23987962,-129.4968241
3197,5,-80.90558442,29.92953452,4402.021111,4900.161549,82.45393604,-74.71322839,119.6295263
3198,5,-109.4198849,59.9070336,1499.262784,1999.507432,85.05955872,29.31288725,49.60590271
3199,5,-78.45030915,32.18470357,4300.100239,4798.760577,86.35470681,-37.18943967,-39.58472595
3200,5,-101.0485762,53.83737048,1998.189259,2500.729358,83.52462296,-0.810851184,108.3489163
3201,5,-78.64269202,33.57594121,4300.369736,4800.237482,86.8473913,85.33687562,-91.04783918
3202,5,-94.98987095,45.46590438,2800.188336,3299.160286,83.94575442,40.91934289,-132.8901696
3203,5,-74.38320203,28.87547526,4999.632716,5701.452112,83.82265759,75.15122304,61.40073945
3204,5,-82.29403996,31.57748204,4199.51606,4702.383963,85.81601709,-1.318004021,-93.74227139
3205,5,-97.00024357,50.50990336,2400.783172,2901.462513,83.54949661,-72.51200545,-129.4232998
3206,5,-107.0821215,60.73491253,1298.820234,1799.924432,85.18465102,34.09086382,149.4507683
3207,5,-81.93916563,35.4276027,3998.739188,4500.355254,84.50525987,-9.60029394,147.7472343
3208,5,-106.8782062,58.72130221,1399.60027,1897.665235,82.9620902,-75.33376313,32.85681092
3209,5,-92.78667625,44.70707168,3100.964226,3601.405839,85.76107922,-51.33658351,-150.7828586
3210,5,-82.50615776,34.35263289,4001.493937,4499.435834,85.24105065,-50.39565124,113.5933816
3211,5,-84.38957997,37.04716417,3801.5738,4301.011655,85.46201555,-32.88339835,44.85126715
3212,5,-81.33953579,30.90540342,4399.020761,4899.21158,84.7903384,63.27692494,-14.95110014
3213,5,-96.09730382,48.47210083,2699.41848,3200.274439,84.18489541,-37.5940005,68.00996665
3214,5,-90.45365276,40.3358744,3298.967152,3800.245854,86.24359974,-50.86473108,36.38891128
3215,5,-94.75205937,44.87872015,2899.091284,3401.365267,84.09262592,-47.74656602,112.378026
3216,5,-92.19764974,45.72182056,2899.552512,3399.381337,84.47347691,-24.46588067,-106.162826
3217,5,-93.80181193,43.40343351,3000.626428,3499.763906,85.78309433,47.74392172,-107.1113925
3218,5,-78.80371833,31.54996232,4400.013089,4998.394019,85.72347534,55.42419578,-155.9192033
3219,5,-77.97115283,31.9308713,4400.137968,4998.735586,84.49314715,-20.76387028,-39.08604262
3220,5,-98.72528207,47.71782345,2501.428605,3000.040402,83.95122776,22.39414887,51.35178468
3221,5,-77.49201112,31.18283604,4500.593009,5098.636699,84.69209412,38.94362576,69.8193409
3222,5,-80.79342974,32.02385031,4200.579866,4699.808664,85.26476142,6.99429004,105.8018411
3223,5,-103.2417704,54.30232816,1898.328554,2398.655056,85.1821624,5.65180456,126.669964
3224,5,-76.8524641,30.8669924,4500.049796,5102.272757,82.91691192,85.12800713,-149.9677601
3225,5,-79.31292351,33.49312324,4299.943288,4900.209423,83.88248875,-68.06325645,-70.31882655
3226,5,-75.99985034,29.37483892,4599.959972,5200.279956,85.40291182,88.85866577,119.9512025
3227,5,-95.48521171,43.78258009,3001.038157,3500.333192,84.16580377,-65.45417136,14.04391333
3228,5,-96.52448691,47.3988561,2600.383384,3099.882121,85.37372951,67.23600332,135.3947624
3229,5,-87.93250222,36.26303457,3500.783508,4000.737405,86.24129925,50.93189988,88.26320605
3230,5,-81.07766578,32.11988744,4098.81896,4599.22154,85.34164051,84.64508541,68.38267823
3231,5,-83.48380759,34.28509393,3900.811057,4402.324226,84.76779213,53.82331311,-18.7957783
3232,5,-110.6771862,60.39389828,1299.964219,1800.5019,85.68062752,-22.84755363,175.0367569
3233,5,-89.42998496,41.13247487,3398.964197,3900.554043,83.26965998,73.16644084,100.9862776
3234,5,-80.84629755,36.52979238,4101.706459,4701.294876,85.7346009,-10.94019404,64.39518793
3235,5,-75.27519133,33.10920877,4498.154283,5099.413317,85.91721454,3.536398742,134.5108084
3236,5,-109.3103525,58.92023189,1400.257403,1901.662933,85.47757003,18.33729577,160.61047
3237,5,-80.32090324,33.2100574,4300.898939,4798.161169,85.15337886,-72.77295944,22.75864182
3238,5,-87.34841895,37.50175528,3499.085703,3999.219876,82.31344861,29.41919963,92.18225384
3239,5,-102.7757284,53.42669548,2099.79154,2599.882582,84.12172534,78.58956234,118.2505774
3240,5,-77.40809173,30.48974297,4499.501971,5096.427132,85.44493292,-16.06209369,-157.2986331
3241,5,-83.22765585,38.75275936,4499.33796,4999.703493,69.71744341,-75.78382161,175.2967821
3242,5,-80.47555474,35.83911898,4100.287603,4700.12052,84.88674064,-43.73196854,-37.69091294
3243,5,-80.65274673,31.33565701,4199.212221,4699.96627,85.22137506,71.35887508,157.7193604
3244,5,-74.61726048,30.91460686,4599.496351,5198.772218,84.78133956,0.019663209,82.67121039
3245,5,-88.77021545,38.78714987,3499.833726,4000.090023,84.81511351,-13.10408112,-79.76841067
3246,5,-109.2874306,60.60071707,1399.937696,1900.000038,84.89766774,-45.28122918,-117.3477096
3247,5,-84.20292528,34.99259581,3999.078999,4500.874961,85.75732443,-72.42026619,157.4336
3248,5,-89.77960248,42.70197754,3298.441311,3799.595406,86.36627331,53.0325383,-68.01826812
3249,5,-105.130444,57.51080915,1697.695573,2198.849862,84.21658459,8.736856162,-140.9931644
3250,5,-85.7803165,36.57707792,3601.346311,4098.696353,87.29021516,-56.98063871,173.8714101
3251,5,-106.4656706,57.81253326,1598.125185,2100.219074,86.03958459,64.25971342,-22.95631685
3252,5,-75.86416643,31.45967222,4499.420378,5099.418272,84.51179458,-81.65283004,-51.23771626
3253,5,-76.11477585,32.62183342,4500.104289,5099.369737,85.46360152,-18.48537123,108.3630573
3254,5,-104.7334884,53.85401424,1998.823766,2499.109561,84.9254967,2.123810251,86.31200811
3255,5,-82.12909034,35.7002572,4000.529547,4603.170785,83.80475509,49.22429839,-135.1493264
3256,5,-107.306161,58.5831602,1501.191374,2000.639407,84.12842734,-17.73505251,176.6977263
3257,5,-80.44479664,33.85393999,3799.99484,4399.822076,85.95134314,-6.105400119,-93.37170892
3258,5,-92.43792961,45.14398793,2901.954081,3399.9714,86.09607813,-67.67573687,-38.22391869
3259,5,-95.36745169,44.76805971,2899.478953,3399.932761,86.23428784,-38.16057686,44.68694575
3260,5,-94.85599971,44.24978933,2799.611775,3299.182371,84.84998915,32.35852305,-163.1062978
3261,5,-88.49243714,40.29754082,3300.203112,3800.971382,84.03591356,18.38521801,-150.6295344
3262,5,-96.10486739,44.79670537,2700.72133,3201.906886,84.79673144,-44.74472237,-124.8516027
3263,5,-75.19233805,30.51878766,5001.08455,5698.388903,87.31636557,-67.25668452,-41.93103169
3264,5,-76.70998533,32.00894386,4498.852987,5099.382099,83.73431116,-8.444088532,159.5804041
3265,5,-108.2116674,60.1971952,1400.654923,1898.813536,87.00070263,-85.11136535,97.60321673
3266,5,-83.16641066,32.48358032,3999.554612,4500.102576,85.53552599,84.0939945,-170.3003717
3267,5,-77.46592417,32.96809812,4498.919659,5102.074637,86.10095622,-81.34473864,149.9003701
3268,5,-97.43935672,46.70065162,2599.674528,3101.335849,84.01614693,47.25823777,-29.47307662
3269,5,-102.7137162,51.72768852,2199.618861,2701.259823,84.14652965,-83.07228053,-139.517932
3270,5,-96.38464999,47.35640382,2602.086052,3100.112646,84.09705771,-26.93595442,-149.0872944
3271,5,-84.84293471,38.5440159,5001.311293,6000.995145,74.20288819,7.909609642,-170.6971568
3272,5,-107.8707699,57.38179419,1499.972978,2001.220033,85.37523524,17.43090917,-0.675855729
3273,5,-100.4222769,51.71001246,2299.971182,2798.757388,85.50440032,-65.47769803,-102.9256458
3274,5,-86.11312577,42.25177632,4999.227206,6001.174743,75.24679344,-51.41259524,20.24196304
3275,5,-76.2693207,31.26462458,4500.065853,5098.840389,84.89063395,20.83082056,-12.37970436
3276,5,-89.76573421,39.12370494,3499.9438,4002.298866,85.15030575,-2.227224472,139.9579664
3277,5,-91.19650762,42.35041263,3299.735173,3801.268987,84.1675733,-63.89951378,41.08218777
3278,5,-79.91326089,34.60427533,4100.852013,4700.926484,85.57396144,28.26268708,-124.5811491
3279,5,-94.37051704,45.02489247,3000.426194,3500.626734,84.78997932,-81.665867,-37.46463971
3280,5,-83.49986787,34.75621277,4100.507704,4598.525883,86.25088189,0.951511746,-160.2906947
3281,5,-76.2120041,31.75361148,4499.994142,5098.839816,83.28009838,-79.8485386,-129.3388914
3282,5,-108.5007946,60.32489897,1399.483541,1900.539569,84.91252602,46.92731726,-102.7425713
3283,5,-79.10225536,33.96998123,4299.791052,4900.717273,84.54732498,-59.3373639,21.36848332
3284,5,-109.2486701,60.52114986,1402.664089,1900.940343,84.40592337,-0.673348731,-30.3055192
3285,5,-86.90072266,37.28936646,3799.83075,4301.300486,85.17924885,21.24289087,115.9688965
3286,5,-109.5060416,60.93695649,1300.435406,1800.677574,85.82347701,30.9236175,-96.71373824
3287,5,-82.71836104,35.6461294,4199.9073,4798.031511,81.60078148,-27.57039291,-170.4745167
3288,5,-84.28374906,37.14081727,3700.049916,4199.668691,86.80021958,27.49179175,-155.7928647
3289,5,-95.67454085,46.01626445,2799.873818,3300.135612,83.42800672,11.32413844,73.26604994
3290,5,-75.65731946,33.79649214,4498.308065,5100.287731,86.34964496,70.79217777,156.3556636
3291,5,-104.0236025,53.16753419,2099.731923,2599.945378,85.43367886,72.23796451,93.32052628
3292,5,-79.74240124,35.19932556,4100.474356,4698.703643,83.90313281,34.97796398,8.033023878
3293,5,-107.0947428,58.53581012,1400.570757,1900.515632,85.46849957,64.74187601,17.85545416
3294,5,-79.12171838,32.94506045,4298.008521,4798.993539,85.11309565,82.17047616,-16.9598375
3295,5,-86.08891208,35.98034915,3698.891473,4200.145985,86.10735113,-55.49096921,174.0450695
3296,5,-81.95000595,34.76410309,4098.553014,4602.153681,86.32892921,-66.52036893,-136.5566204
3297,5,-94.63177458,46.2354389,2798.91132,3298.808768,85.19407024,27.81501598,-48.48714668
3298,5,-102.4846097,52.95873197,2000.553746,2499.825189,82.94984474,-16.55838044,164.5087729
3299,5,-100.8776234,51.72854804,2199.399156,2699.455425,84.65360515,37.24590803,106.921427
3300,5,-108.8270904,60.54826976,1300.873146,1799.396839,86.27050793,48.29306927,-133.6937772
3301,5,-81.7734613,32.86065722,4100.26601,4602.987203,86.06359801,30.81146474,-151.8008906
3302,5,-98.17098465,51.54975959,2301.937774,2799.711334,85.95995144,86.06372263,123.3085291
3303,5,-100.1586787,50.89040327,2300.21552,2800.140114,83.77072241,17.85815124,74.00272614
3304,5,-82.10529917,35.40956569,3998.770222,4600.09934,84.51387022,-2.76141729,-32.97821066
3305,5,-75.73075114,30.43998052,4599.413598,5202.668021,85.12156172,-88.54234003,-138.5219734
3306,5,-86.30068397,39.79894193,4998.910291,5999.986362,74.48430706,16.13736871,-89.88173926
3307,5,-76.2381793,31.63485812,4500.170017,5099.226867,86.35146039,33.18062145,-38.81116216
3308,5,-106.2498875,57.8846622,1700.539171,2200.76091,84.43868564,71.99345209,177.0514896
3309,5,-81.99274046,31.75864212,4199.799798,4698.82395,84.87729457,43.10190348,90.46346985
3310,5,-84.46316387,39.60461594,4999.13544,5999.191201,73.20306065,-43.55468601,-28.05082732
3311,5,-87.51872773,39.05223216,3399.747533,3901.495324,86.08408509,11.06073746,-135.1189016
3312,5,-100.3142072,51.5037131,2300.229022,2800.052747,85.23185035,-25.05072509,33.15498651
3313,5,-79.43303056,31.63389205,4401.004724,4999.127621,85.79944516,77.43256394,-166.5225652
3314,5,-80.24154788,35.18242483,4098.908722,4700.563395,85.4191235,6.677375886,85.21979647
3315,5,-75.818624,29.88445565,4999.435085,5700.397682,83.43444755,63.88033435,-174.2305683
3316,5,-76.89612341,30.88447446,4600.954048,5199.813895,85.33343453,-13.16859364,13.79436489
3317,5,-103.9592933,55.82128994,1799.070469,2300.863188,84.45610857,32.37068608,142.4555341
3318,5,-82.91367993,34.94931791,4099.010432,4700.683217,86.59570702,1.832263611,34.3314605
3319,5,-76.23403259,31.65249991,5000.723215,5699.76049,86.04322951,84.26459471,140.8447165
3320,5,-97.45355069,50.58342502,2600.194516,3099.463154,82.63243727,-64.2650413,-103.2864857
3321,5,-84.69437344,38.46598508,4999.065245,5999.102848,75.63856899,-65.10616172,109.15443
3322,5,-81.43555403,36.42994648,4000.079883,4600.014901,84.15062278,-10.93631785,-68.53912886
3323,5,-92.63847303,46.33372315,2901.840462,3399.899897,85.42996956,-51.24583564,-70.58708842
3324,5,-110.0120041,61.42971552,1300.24016,1800.250431,84.69558657,34.06804414,140.0772999
3325,5,-109.8007148,59.81814649,1400.699424,1899.241742,84.73832145,20.24831966,-49.04601177
3326,5,-78.48238176,32.42616581,4299.004005,4899.045596,83.53781173,-75.72886453,120.8098092
3327,5,-108.9500611,60.24394704,1400.289358,1899.66171,85.39206988,-38.17191854,70.34346836
3328,5,-100.1055159,49.88165416,2401.233666,2900.129305,84.13834497,-51.69069393,153.2329205
3329,5,-82.78510987,33.91293437,3998.104681,4600.090137,85.98682759,-13.56054447,-152.5076058
3330,5,-103.1120299,53.75673898,2000.240462,2500.72737,84.84506518,73.6005993,-0.29542454
3331,5,-75.04377352,30.22413255,4599.726903,5199.783315,86.22322489,54.93714918,-164.1295093
3332,5,-86.43884437,37.37284394,4499.714916,5000.748089,71.5740168,29.89224788,5.091847907
3333,5,-85.19365812,37.36469959,3800.320307,4298.644248,84.9372352,-77.67503343,77.9915926
3334,5,-76.95430872,32.27360121,4497.810802,5100.081058,84.86837357,58.00181758,24.46019074
3335,5,-92.96914363,44.28771006,2800.010134,3298.842946,85.49569515,2.446621981,49.84493485
3336,5,-75.62601985,30.48900937,5002.159472,5699.456782,85.29508791,-76.80932377,-141.3589459
3337,5,-76.92420496,32.64532667,4400.447997,5000.246851,86.63457372,71.51175823,177.7421261
3338,5,-80.96035221,32.81667548,4098.728891,4600.55684,84.88677551,49.0548624,79.42783822
3339,5,-107.1435288,57.98041721,1499.360233,2000.456328,85.33991378,12.93538327,-66.86572092
3340,5,-83.60258847,36.51616597,4199.20688,4800.204918,83.9779474,25.27508716,135.7153284
3341,5,-98.48409405,47.83922363,2499.975579,3000.042232,84.9750127,27.52243919,-75.02458231
3342,5,-98.484409,48.81972881,2499.25059,2998.963496,85.38368243,80.34750903,-69.8899033
3343,5,-83.05762566,35.92213942,3899.806173,4400.947314,83.52165515,59.78967852,13.80718853
3344,5,-83.62001983,33.80220683,3899.997882,4399.922996,85.15408591,28.55846745,8.153476026
3345,5,-108.3757315,61.53517366,1401.221246,1900.471274,84.17283216,-10.30471678,-154.7482306
3346,5,-98.83635619,49.46665164,2601.573112,3099.658519,82.84188404,85.77105212,-42.21440555
3347,5,-96.15307897,47.92090372,2699.937205,3201.308893,85.72058309,3.369986768,-114.0852435
3348,5,-84.91369937,37.88587601,4499.441564,4999.420165,71.59752468,24.545497,90.86204292
3349,5,-80.49608122,33.96316716,4302.323249,4900.74179,84.52550178,8.903061813,26.73373066
3350,5,-89.94382783,41.63501699,3301.381548,3798.933241,84.85004667,15.40791952,51.6796345
3351,5,-78.77144546,30.00614279,4400.797938,5001.644844,85.3804275,-22.94253991,-109.0821084
3352,5,-82.83019641,33.63433557,4200.644159,4700.236343,85.04815189,5.619908208,162.4327471
3353,5,-89.9461288,41.51560668,3299.969216,3800.250316,86.5633284,-61.72210522,-151.9207368
3354,5,-95.17117332,47.65560147,2702.170085,3200.658773,84.66941856,80.13800642,55.47300693
3355,5,-94.25654124,46.05745029,2800.826847,3299.142445,85.56313027,-19.82345897,-55.94681549
3356,5,-88.25534112,40.87737304,3397.934885,3898.008173,84.0536964,57.19080532,100.3602679
3357,5,-80.8758613,34.42438715,4098.40538,4701.175697,85.15730039,74.13033992,155.9817833
3358,5,-101.8317356,52.09034335,2099.821086,2600.018902,84.63961865,-59.2197188,-120.5129139
3359,5,-105.9291078,56.2939137,1800.039744,2300.616504,84.60396879,23.52294945,-173.2074457
3360,5,-78.17120251,32.50029658,4498.735812,5098.054302,84.83944835,83.39805408,-99.6907548
3361,5,-79.356725,32.32859998,4300.415351,4801.715728,84.17756981,89.0618318,-54.60590899
3362,5,-102.8033975,52.61990498,2099.374988,2601.228823,86.86595866,33.83611444,138.3930601
3363,5,-79.28683585,35.14386889,4299.789506,4798.772389,85.26621121,-27.45981253,-3.368175869
3364,5,-81.8849475,31.42929436,4200.529301,4698.513291,86.32237752,45.0717096,54.13098385
3365,5,-103.3037436,53.03102029,2100.212982,2598.875495,82.51791915,8.375232026,59.3957584
3366,5,-108.1562802,59.28292266,1600.265781,2100.543364,83.5445405,-11.47653661,-164.242773
3367,5,-100.851752,50.92012026,2298.999603,2799.122602,85.85324318,-58.54867093,-135.4271378
3368,5,-107.9693704,60.87589893,1400.757711,1899.73363,85.60392604,55.69873835,-135.0631297
3369,5,-94.42659758,42.27444094,3099.653072,3599.877209,86.62434634,-9.172489198,-78.60093368
3370,5,-80.1526992,32.97863734,4200.869047,4699.86172,85.37479357,86.13482589,-60.33215352
3371,5,-78.48899755,29.54220056,4399.68526,4900.771867,86.0016801,-87.2591093,41.01042447
3372,5,-102.1266442,53.23900935,2101.947018,2601.207919,85.92867253,-79.97678872,146.207307
3373,5,-76.93138603,31.64502947,4602.42954,5200.053509,84.33694701,-44.61629144,-153.0015103
3374,5,-102.0682477,54.49201488,2100.303069,2600.416251,82.56564819,-68.10725292,104.0016511
3375,5,-107.5613915,59.6215651,1399.252026,1900.18477,85.33412942,19.66245551,88.5799321
3376,5,-109.712423,62.25499038,1401.177277,1898.26486,85.13147284,39.63589565,49.29343876
3377,5,-98.63838136,49.31514463,2500.021188,2998.891018,83.52262087,-10.89011859,179.3829987
3378,5,-89.58781248,39.6850707,3299.585524,3800.61006,85.73068413,88.32560989,169.3089013
3379,5,-81.29808363,36.63409314,4001.373139,4600.84697,85.85972471,20.64282844,174.8563514
3380,5,-79.36330072,36.36895454,4099.623936,4700.500036,84.08943127,-23.71634572,106.2887008
3381,5,-79.52597277,33.86079553,4300.737385,4897.722787,85.77685763,46.64722959,77.6020341
3382,5,-90.08065681,40.22522163,3299.253604,3798.873869,85.52570987,-10.43030468,-108.0292403
3383,5,-82.32587274,32.28686495,4099.351051,4601.103699,84.98064205,16.07263982,13.25216728
3384,5,-75.85537015,31.48737789,4600.286034,5200.682555,84.97970534,-55.19916069,-123.3830458
3385,5,-95.83777614,43.37071013,2898.856453,3401.896789,84.75172218,-70.73327989,124.2683196
3386,5,-93.28143622,42.81028512,3000.622484,3498.733104,85.52888886,59.47264051,62.56977096
3387,5,-105.316792,55.84898525,1700.376981,2199.071472,84.56453126,-44.25920033,126.1161835
3388,5,-95.93327231,48.01558879,2598.642528,3101.260457,84.21557988,50.54656962,-29.44100564
3389,5,-93.02579827,44.18338778,2902.211779,3401.715217,84.06762049,-26.3582435,-165.0934541
3390,5,-94.79172547,41.58262131,2999.201424,3500.490312,84.62718889,-6.337678823,86.28140298
3391,5,-92.03585461,44.07229396,3001.417487,3498.537545,86.07409227,56.7846447,71.82232445
3392,5,-84.98578817,37.69240328,3801.601611,4297.834417,84.45546749,-63.3423789,94.26450672
3393,5,-79.53856325,34.00001574,4300.384441,4901.147572,84.59406369,-61.54101504,45.97597478
3394,5,-79.67491507,31.67189276,4400.474621,4901.058984,85.43209388,72.15430952,40.21439634
3395,5,-79.68030388,33.85146068,4300.612595,4798.033341,83.93067229,-75.59314308,-116.0454917
3396,5,-82.82794068,35.39066719,3999.060904,4502.199131,82.71624535,83.25923591,-49.32686264
3397,5,-90.85827249,42.00710798,3200.658552,3700.986344,83.5854842,-79.36148033,163.3648297
3398,5,-77.752683,33.89494612,4300.267036,4899.168438,84.00296676,27.34728342,-171.7809011
3399,5,-77.96317187,32.59909409,4402.043857,5000.48011,85.44122302,88.11577767,-38.91129145
3400,5,-105.8293587,56.21796752,1801.701525,2300.242724,84.63375445,-84.90305489,-4.109858524
3401,5,-74.48983298,31.21701084,4999.865488,5700.601694,83.22525716,-15.67272887,-2.410031788
3402,5,-106.6411504,56.67195403,1699.589771,2199.50935,85.45358543,-72.99679339,-105.1662778
3403,5,-85.80288627,38.62183053,4999.983455,6001.080466,73.79676372,-6.078559429,134.4506727
3404,5,-110.5766766,61.58382151,1300.519494,1798.55184,85.77125441,13.11821067,76.55469929
3405,5,-110.1987993,61.01605975,1300.555493,1801.012959,86.38458951,36.15501776,-6.62031015
3406,5,-102.4956284,53.12947725,2200.325462,2699.291223,84.13283816,21.88998637,-37.43144056
3407,5,-84.26907469,38.46019809,4499.492596,4999.20379,70.41102907,-69.58439105,119.1353323
3408,5,-86.09449529,36.73483866,3700.109197,4199.273247,87.04606705,-29.6588677,113.8710838
3409,5,-80.45786872,32.1386812,4401.070112,4900.003928,84.51617175,-63.71915477,66.50665585
3410,5,-81.68070648,34.1995755,3999.902273,4599.76148,86.4218838,-59.17775439,-30.66360076
3411,5,-76.18708912,29.58154705,5000.424304,5699.965009,86.14458624,-75.34352328,-46.78117987
3412,5,-78.56212383,30.0131687,4400.515032,4900.451901,85.86951453,-1.418437078,174.9788824
3413,5,-76.78364279,30.76900308,4600.746952,5200.009097,84.62274704,26.19799301,-16.80741729
3414,5,-84.54986113,36.81315287,4499.589265,5000.455317,70.70956638,66.94872127,67.71461932
3415,5,-97.52193375,48.59758594,2600.327527,3099.07746,83.95282895,7.205532306,53.30138866
3416,5,-74.91383671,30.26977238,4599.086247,5200.456983,84.09742808,72.98544388,-44.87008522
3417,5,-80.64343944,29.73028049,4401.159558,4900.119122,85.60372582,-8.355389372,48.07328385
3418,5,-84.73599255,38.40817582,4500.148593,4999.222869,68.8563143,36.87055659,67.12970787
3419,5,-93.76891253,45.48718424,2900.593836,3399.056982,87.48888261,-76.9926302,34.59979976
3420,5,-81.29017705,34.18883345,4099.099895,4699.599306,83.80400755,37.76648503,43.73131418
3421,5,-109.7603298,61.16793686,1299.821509,1801.398317,84.76934118,47.45739688,170.6300572
3422,5,-83.36703158,36.40454241,3799.821353,4300.07004,83.95316477,-45.79366906,-75.02637756
3423,5,-77.30508763,32.14025365,4499.656167,5099.328227,83.17824583,-73.77992392,-157.9829887
3424,5,-96.87733564,48.73637906,2601.686675,3099.57878,84.7127835,-76.51447616,35.98504032
3425,5,-81.67618623,32.61318609,4100.291107,4599.031007,85.37885722,57.4961592,11.27169852
3426,5,-106.8114553,56.1273719,1698.892312,2199.385963,84.28459574,-33.27331632,-18.51658147
3427,5,-102.8902176,51.83365697,2100.030555,2598.378117,85.48793099,36.41888756,65.08826378
3428,5,-96.81930948,48.89155445,2500.494573,3000.477292,84.72700919,88.68394952,170.4192127
3429,5,-108.164272,56.67917839,1701.547011,2200.55401,83.52519322,-81.8205568,1.093402825
3430,5,-82.29687405,32.91723782,4100.090253,4599.123512,86.35173607,-26.79649895,-164.3488245
3431,5,-101.9186651,53.10618393,2200.959838,2699.762023,85.19561538,60.27236622,36.52884631
3432,5,-106.2318885,57.32867433,1600.716575,2100.927461,85.32024874,-22.13260612,145.3421108
3433,5,-77.75590635,34.10003966,4499.450358,5100.669958,84.49552465,-24.69051612,156.3477025
3434,5,-78.46030567,34.54882986,4398.160589,4998.901883,86.11350545,12.33416109,177.8840027
3435,5,-93.54338054,42.35878318,2998.943495,3500.854674,85.36110718,-7.497104213,-65.53110796
3436,5,-87.6385641,39.40294282,3500.032887,3997.869715,84.71407563,74.80584904,115.933243
